
v1	v2	v3	v4	v5	v6	v7	v8	time
0.0009889	0.0022204	-0.0622784	-0.0099133	-0.0241635	-0.0254527	-0.0203248	-0.003131	1660.92
0.0010065	0.0021986	-0.062447	-0.0099606	-0.024281	-0.0255541	-0.0204165	-0.0030934	1672.39
0.0009459	0.0022403	-0.0625863	-0.0099893	-0.0243881	-0.025633	-0.0206504	-0.0030908	1683.84
0.0009584	0.002206	-0.0628083	-0.009938	-0.0243497	-0.0256226	-0.0204859	-0.0030859	1695.33
0.0009379	0.0023793	-0.062911	-0.0099357	-0.0244458	-0.0257269	-0.0205066	-0.0030791	1706.82
0.0010064	0.0022281	-0.0630186	-0.0100908	-0.0245218	-0.0256154	-0.0206644	-0.0030643	1718.22
0.000884	0.0022442	-0.0631831	-0.0099533	-0.0245818	-0.0259125	-0.020557	-0.0030623	1729.68
0.0009161	0.0021961	-0.0633149	-0.0099608	-0.024639	-0.0259374	-0.0206523	-0.0030605	1741.15
0.0009777	0.0022047	-0.0634343	-0.0099675	-0.024677	-0.0259415	-0.0206862	-0.0030525	1752.62
0.0009767	0.0022049	-0.0636123	-0.0098952	-0.0246676	-0.0260425	-0.020756	-0.0030473	1764.07
0.0009837	0.0022132	-0.0636868	-0.0099979	-0.0248554	-0.026063	-0.0207185	-0.0030403	1775.57
0.0009778	0.0020809	-0.063886	-0.0099193	-0.0248482	-0.026098	-0.0208116	-0.0030459	1787.04
0.0009555	0.0022382	-0.0639609	-0.0099133	-0.0249526	-0.0261595	-0.0208149	-0.0030419	1798.53
0.0007239	0.0019591	-0.0640252	-0.0099427	-0.0250082	-0.026264	-0.0208661	-0.0030291	1809.98
0.0009929	0.0022447	-0.0642398	-0.0099748	-0.0249937	-0.026303	-0.0209079	-0.003024	1821.48
0.0009543	0.0022958	-0.0643755	-0.0100777	-0.0250523	-0.0263813	-0.0208919	-0.0030019	1832.92
0.001007	0.0022405	-0.0645439	-0.009991	-0.0251732	-0.026305	-0.0209732	-0.0030229	1844.38
0.0009199	0.0021983	-0.0644907	-0.0100616	-0.0252788	-0.0266261	-0.0210362	-0.003009	1855.83
0.0009461	0.0022226	-0.0647165	-0.0099382	-0.025316	-0.0265458	-0.0210713	-0.003022	1867.32
0.0008295	0.0021167	-0.0649528	-0.0100565	-0.0254	-0.0266266	-0.0210394	-0.002991	1878.8
0.0009274	0.0021948	-0.0651523	-0.0100351	-0.0254258	-0.0266722	-0.021168	-0.0029976	1890.31
0.0009109	0.0020777	-0.0652025	-0.0100568	-0.0255503	-0.0267695	-0.0212214	-0.0029946	1901.74
0.0009158	0.0019443	-0.0653065	-0.0102099	-0.02542	-0.0269139	-0.0212448	-0.0029917	1913.26
0.0008927	0.0021446	-0.0654483	-0.0100527	-0.0255783	-0.0268472	-0.0212036	-0.0029877	1924.73
0.0009455	0.0021877	-0.065596	-0.010067	-0.0257071	-0.026955	-0.02137	-0.002994	1936.19
0.0008917	0.0021822	-0.0656732	-0.0100167	-0.0256715	-0.0269156	-0.0213466	-0.0029625	1947.61
0.0009823	0.0022066	-0.0657204	-0.0100311	-0.0257044	-0.026974	-0.0213558	-0.002995	1959.03
0.0008319	0.0020101	-0.0659864	-0.0101301	-0.0258034	-0.027039	-0.0213876	-0.0029691	1970.5
0.0009462	0.0022198	-0.0659862	-0.0099602	-0.0258344	-0.0270563	-0.0214129	-0.0029411	1981.99
0.0009293	0.0022305	-0.0661118	-0.009854	-0.025998	-0.0270641	-0.0213358	-0.002933	1993.46
0.0010538	0.0022058	-0.0661539	-0.009915	-0.0258992	-0.0272292	-0.0214227	-0.0029294	2004.93
0.0010187	0.0022576	-0.0663378	-0.0099718	-0.0259934	-0.0272606	-0.0216337	-0.0029335	2016.41
0.0009835	0.0021271	-0.0666588	-0.0099817	-0.0260419	-0.0273061	-0.0214913	-0.0029179	2027.87
0.0018008	0.0028867	-0.0661093	-0.0095878	-0.0256401	-0.0270327	-0.0213077	-0.0028728	2039.29
0.0012738	0.0025141	-0.0664657	-0.0098538	-0.0259191	-0.0272017	-0.0214591	-0.0028898	2050.7
0.0011634	0.0024388	-0.0666367	-0.0099422	-0.0260273	-0.0273508	-0.0215622	-0.0028882	2062.17
0.0011184	0.0019251	-0.066831	-0.0099618	-0.0261788	-0.0274547	-0.0216104	-0.0029055	2073.62
0.0010362	0.0023808	-0.0668863	-0.009875	-0.0261417	-0.0274747	-0.0215394	-0.0028909	2085.09
0.0010895	0.0023509	-0.0669754	-0.0099312	-0.0262824	-0.0275289	-0.02159	-0.0028915	2096.59
0.0010466	0.0023538	-0.0671272	-0.0098625	-0.0262319	-0.0275172	-0.0216467	-0.0028853	2108.05
0.0005595	0.0023498	-0.0668996	-0.0099115	-0.0264153	-0.0275528	-0.0216413	-0.0028952	2119.54
0.0010153	0.001016	-0.0669189	-0.0100892	-0.0265915	-0.0279153	-0.0221631	-0.0028743	2130.97
0.0009563	0.0022409	-0.0680913	-0.009925	-0.0267538	-0.0279644	-0.022028	-0.0028649	2142.46
0.0009653	0.0022442	-0.0686704	-0.0100324	-0.0272747	-0.0283857	-0.0221499	-0.0029551	2153.93
